trip_start_timestamp,trip_total,trip_pooled,trip_miles

2020-05-01,15.39094174113368,1.0000214244771548,6.700417155626448

2020-05-02,15.029839888279854,1.0,6.580463011947333

2020-05-03,15.165724215476487,1.0,6.8186308675890075

2020-05-04,15.222418945967867,1.0000690215522445,6.730986035830149

2020-05-05,14.90881256415309,1.0,6.495236017207226

2020-05-06,15.134650454283024,1.0000553870926037,6.683913324687684

2020-05-07,15.269184575947348,1.0,6.758557590507153

2020-05-08,15.31838008286667,1.0,6.716606346833615

2020-05-09,14.881324955768614,1.0,6.603516984912537

2020-05-10,15.147955213872015,1.0,6.819509894694435

2020-05-11,15.461239783239327,1.0,6.871660803185693

2020-05-12,15.230690038980606,1.0,6.69797143839691

2020-05-13,15.305089084667884,1.0000355664456337,6.724889902316295

2020-05-14,15.41167701736486,1.0,6.735696324531663

2020-05-15,15.77259844487346,1.0,6.847103869385532

2020-05-16,15.070666906019616,1.0,6.6994625039327245

2020-05-17,15.246990999071228,1.0,6.738691566814679

2020-05-18,15.603225816377844,1.0,6.902606718277769

2020-05-19,15.38317278546552,1.0,6.7378779775992115

2020-05-20,15.534595861861751,1.0001172438672439,6.853277247602647

2020-05-21,15.80059295598789,1.0,6.948629372258883

2020-05-22,16.030298699876457,1.0,7.0410645676630965

2020-05-23,15.379733086203588,1.0,6.817898738470956

2020-05-24,15.710674940515915,1.0,7.0102119723000955

2020-05-25,16.237086177481615,1.0,7.219222462716327

2020-05-26,15.853204182387586,1.0,6.9976898017918225

2020-05-27,15.84437446714488,1.0,6.982086394868502

2020-05-28,15.855592162218676,1.0,6.950409996572326

2020-05-29,16.041592232155526,1.0000187345580807,6.991297876113687

2020-05-30,15.956452683588452,1.0,6.990518680952146

2020-05-31,17.475644475267558,1.0,7.9233851753808375

