trip_start_timestamp,trip_total,trip_pooled,trip_miles
2020-04-01,14.644091580681371,1.0,6.347003555920718

2020-04-02,14.726389127718845,1.0,6.414440592013425

2020-04-03,14.803427999280842,1.0000244226191288,6.464695161081342

2020-04-04,14.216314313597218,1.0,6.254135151871444

2020-04-05,14.337963462921929,1.0,6.4331337997870754

2020-04-06,14.825790074721022,1.0,6.584574499863308

2020-04-07,14.719946662688315,1.0,6.433348091652746

2020-04-08,14.589072073792716,1.0,6.321571308796419

2020-04-09,14.652436876964536,1.0,6.403223366822217

2020-04-10,14.72793457821812,1.0,6.420879839600542

2020-04-11,14.243428392874117,1.0,6.267924907692728

2020-04-12,14.35366026193912,1.0,6.475517402640382

2020-04-13,14.87408374169589,1.000031685696397,6.541947656662489

2020-04-14,14.68628304119783,1.0,6.453141216669626

2020-04-15,14.761171121609195,1.0000657163455267,6.411150911597992

2020-04-16,14.907746031949413,1.0000311122173233,6.548479158968132

2020-04-17,15.113727485104983,1.0,6.596582473769987

2020-04-18,14.611869047429261,1.0,6.52931327914921

2020-04-19,14.67115150786313,1.0,6.6289932927592075

2020-04-20,15.040380680362437,1.0,6.659645792041959

2020-04-21,14.954305689007699,1.000067313045899,6.595401641286784

2020-04-22,14.853425007125233,1.0,6.5293586076091605

2020-04-23,14.939775668753276,1.0,6.587569831945227

2020-04-24,15.083528511061369,1.0,6.613632216463661

2020-04-25,14.47474630513998,1.0000409990711716,6.3467495107596035

2020-04-26,14.653878873465535,1.0,6.589425165289993

2020-04-27,15.07973709155363,1.0000260364206428,6.669810069084828

2020-04-28,15.05628340619012,1.0000221759772254,6.6299891860300555

2020-04-29,14.943919781532927,1.0,6.4262797216064635

2020-04-30,15.149735018540058,1.000034645169066,6.641012620537734

