trip_start_timestamp,trip_total,trip_pooled,trip_miles

2021-06-01,26.09416603750256,1.0,8.120553580440133

2021-06-02,22.655009676104868,1.0000244356517594,7.675914966607266

2021-06-03,24.207695351240535,1.0000116063138347,7.637231614644613

2021-06-04,26.84004339604419,1.0000143086080586,7.393086416750362

2021-06-05,27.632196524522033,1.0,6.7536276819526355

2021-06-06,28.4974773554235,1.0,7.668690958518284

2021-06-07,26.51579300116498,1.0000281551516663,8.219614205647886

2021-06-08,24.083978203287842,1.0000130127003957,7.73636424163578

2021-06-09,23.980806100667113,1.0001456772147395,7.565968954840666

2021-06-10,26.75255421530714,1.0,7.683686507486343

2021-06-11,29.45886637973709,1.0000124750499002,7.432488434789046

2021-06-12,30.202919625005563,1.0,6.813158122945833

2021-06-13,32.58382500834191,1.000011991361968,7.847302001936782

2021-06-14,28.182372160586777,1.0000158444926486,8.405124481879094

2021-06-15,24.985408938238447,1.0000113503648047,7.817816072008277

2021-06-16,24.41770053558649,1.0000124975005,7.673160655788199

2021-06-17,26.992057849661453,1.0,7.773572930336751

2021-06-18,29.402614556640476,1.0000086017065786,7.362839789544405

2021-06-19,29.935082429017566,1.0000072087658591,6.900680314484724

2021-06-20,31.560305049921272,1.0,7.950736512594397

2021-06-21,28.956633322325583,1.000032100012863,8.38061677317745

2021-06-22,25.06015552437255,1.0,7.826159570475178

2021-06-23,23.152381334835905,1.0,7.604533733232011

2021-06-24,25.195437646158364,1.0,7.626641439615263

2021-06-25,27.295905696674556,1.0000103033300363,7.306068517687032

2021-06-26,27.558697033359294,1.0,6.511592072756396

2021-06-27,29.597374443221383,1.0000118252087573,7.680946988110865

2021-06-28,27.200084028185966,1.0,8.07025794206072

2021-06-29,23.43719378037962,1.0,7.604803862262653

2021-06-30,24.6127436516004,1.0000396587149363,7.678724625536908

