trip_start_timestamp,trip_total,trip_pooled,trip_miles

2022-02-1,20.602086257940226,1.0000213237802797,6.788097341401916

2022-02-2,27.537172051384402,1.0,6.412507190467646

2022-02-3,24.127402246055937,1.0000327941594953,6.704316433923096

2022-02-4,24.96312425911812,1.0,6.521828462571389

2022-02-5,21.228909132738714,1.0,5.812670690404485

2022-02-6,21.39224760170468,1.0,6.632462144630696

2022-02-7,21.825243100467418,1.0000307413291791,7.224923464717276

2022-02-8,20.401622450237124,1.0000231997030438,6.870525472499042

2022-02-9,20.21420424423732,1.0000321395246299,6.868033966873817

2022-02-10,21.575228122770397,1.0000165018857095,7.018697544618554

2022-02-11,22.6075009541276,1.0000057838643628,6.7852106919238215

2022-02-12,20.328346171316785,1.0,5.995640769777954

2022-02-13,21.956511086207204,1.0,6.564816662617467

2022-02-14,23.47676269959509,1.0,7.048225217225965

2022-02-15,22.706447085609295,1.0000214555441127,7.270793078338472

2022-02-16,21.83400653569636,1.000030252054472,7.032838253883765

2022-02-17,24.482720089721056,1.0,6.752610993386725

2022-02-18,27.968463243595338,1.0000257605817036,7.176260587317472

2022-02-19,23.13211040665189,1.0,6.150943369758494

2022-02-20,23.4249371267036,1.0,6.837725343796862

2022-02-21,23.062334684515378,1.0,7.771533754608373

2022-02-22,22.393582858900004,1.0,7.078361485305188

2022-02-23,22.505326521201635,1.0000279527875566,7.1381011860513155

2022-02-24,25.215409174359024,1.0000195251483912,7.080098019377389

2022-02-25,29.326334768995963,1.0,7.0279291894222595

2022-02-26,25.132886284691,1.0,6.240134184146093

2022-02-27,25.564465519864243,1.0,7.228031510270516

2022-02-28,23.745248032839328,1.0000161749482401,7.753535487344672

